Customer_number,age,job,marital,education,Annual Income,Gender
30702,55,unemployed,divorced,primary,1348732,M
30703,31,management,married,tertiary,829512,F
30704,46,technician,divorced,secondary,2575880,M
30705,28,technician,single,secondary,1410089,M
30706,53,blue-collar,married,primary,1348498,F
30707,33,blue-collar,married,secondary,4180440,M
30708,41,technician,single,tertiary,1348297,M
30709,26,blue-collar,single,secondary,1070997,M
30710,26,management,single,tertiary,1931178,F
30711,46,blue-collar,married,secondary,3757859,M
30712,55,blue-collar,married,primary,3692974,M
30713,54,admin.,single,secondary,4718316,F
30714,55,management,single,tertiary,1345428,M
30715,30,management,single,tertiary,2203856,M
30716,45,technician,married,secondary,1172021,M
30717,57,management,married,tertiary,535113,M
30718,36,blue-collar,married,secondary,4441430,M
30719,41,management,divorced,tertiary,4608575,M
30720,26,technician,single,tertiary,1653957,F
30721,32,technician,single,tertiary,1508440,M
30722,58,entrepreneur,single,tertiary,2295230,M
30723,59,management,married,tertiary,944194,M
30724,58,admin.,married,secondary,1369774,F
30725,31,management,married,tertiary,3925680,F
30726,33,technician,single,tertiary,3076382,M
30727,56,management,married,secondary,4061906,M
30728,48,admin.,married,secondary,2551346,F
30729,52,entrepreneur,married,secondary,876682,M
30730,57,management,married,secondary,2322790,M
30731,59,retired,married,tertiary,2966678,F
30732,52,admin.,divorced,secondary,4271173,F
30733,33,technician,single,secondary,3956425,F
30734,29,blue-collar,single,secondary,976149,M
30735,52,blue-collar,married,primary,1838660,M
30736,50,management,married,tertiary,722760,M
30737,41,unemployed,married,secondary,3553545,M
30738,51,technician,divorced,unknown,2662826,F
30739,60,technician,married,primary,3168621,F
30740,30,student,single,secondary,487818,F
30741,54,management,married,tertiary,4567772,F
30742,36,technician,single,secondary,351498,M
30743,59,unemployed,single,secondary,3859647,M
30744,44,self-employed,married,primary,4575189,F
30745,38,entrepreneur,married,secondary,1579376,M
30746,40,technician,divorced,tertiary,1472750,F
30747,45,self-employed,divorced,tertiary,298847,F
30748,30,management,single,tertiary,4978953,M
30749,40,services,married,secondary,4598513,M
30750,37,blue-collar,divorced,secondary,1363332,M
30751,43,unemployed,single,primary,1875748,M
30752,42,unemployed,divorced,primary,4447389,F
30753,52,admin.,married,primary,4541093,M
30754,43,admin.,married,tertiary,471088,F
30755,54,admin.,single,secondary,2712028,M
30756,32,unemployed,single,secondary,1003188,M
30757,32,unemployed,single,secondary,3777155,F
30758,30,unemployed,married,tertiary,2116901,M
30759,27,technician,single,secondary,1342819,F
30760,53,technician,married,secondary,1957361,M
30761,46,admin.,divorced,secondary,4933243,F
30762,45,blue-collar,married,primary,4268070,M
30763,38,admin.,divorced,secondary,217828,F
30764,38,management,single,tertiary,3823792,F
30765,38,self-employed,married,secondary,4085624,M
30766,35,student,single,tertiary,4748823,M
30767,42,self-employed,married,secondary,4678632,F
30768,31,blue-collar,married,secondary,1360666,M
30769,39,services,married,secondary,1109868,M
30770,47,blue-collar,married,secondary,4464904,M
30771,35,management,single,tertiary,1622466,M
30772,36,blue-collar,married,tertiary,1342786,M
30773,56,blue-collar,married,primary,907106,M
30774,28,blue-collar,married,secondary,4130248,F
30775,38,admin.,single,secondary,3610137,M
30776,36,blue-collar,married,secondary,4673481,F
30777,58,unemployed,married,primary,3618169,M
30778,43,admin.,married,secondary,1964747,M
30779,41,blue-collar,married,primary,2462598,M
30780,43,admin.,married,primary,3717072,F
30781,55,management,married,primary,3158616,M
30782,33,technician,married,secondary,1466484,F
30783,28,self-employed,married,tertiary,2888233,F
30784,33,technician,divorced,secondary,3798826,M
30785,36,blue-collar,single,secondary,4541962,M
30786,46,blue-collar,married,secondary,2765972,M
30787,38,services,married,secondary,1508254,F
30788,32,unemployed,single,tertiary,4098967,F
30789,40,unemployed,married,primary,2425866,M
30790,45,blue-collar,married,secondary,4713056,M
30791,41,self-employed,married,tertiary,1340711,F
30792,32,management,single,tertiary,808044,F
30793,52,management,married,tertiary,1340212,F
30794,55,blue-collar,married,primary,4233952,M
30795,44,entrepreneur,married,tertiary,434685,M
30796,33,technician,married,secondary,4361621,M
30797,31,blue-collar,single,secondary,3548246,F
30798,43,services,single,secondary,4770117,M
30799,59,management,divorced,tertiary,4517598,M
30800,60,management,married,unknown,4418249,M
30801,40,self-employed,single,unknown,4508221,M
30802,46,blue-collar,divorced,primary,1337632,M
30803,48,self-employed,married,secondary,2652119,F
30804,37,admin.,divorced,secondary,4363688,F
30805,53,self-employed,single,unknown,4891714,F
30806,40,retired,married,primary,1130167,M
30807,38,unemployed,single,secondary,2870376,F
30808,37,services,single,secondary,4939173,F
30809,40,services,married,secondary,4487579,F
30810,30,admin.,single,tertiary,4987102,F
30811,37,services,married,secondary,1036946,M
30812,33,services,married,secondary,290293,M
30813,51,technician,married,secondary,4001289,F
30814,59,unemployed,married,secondary,472382,M
30815,48,management,divorced,unknown,2722668,M
30816,34,management,married,tertiary,1646903,M
30817,34,services,single,secondary,2147858,M
30818,36,blue-collar,married,secondary,3899745,M
30819,56,technician,married,primary,1125186,F
30820,29,management,married,tertiary,2907493,F
30821,32,unemployed,married,tertiary,1583862,F
30822,39,technician,married,unknown,3051433,M
30823,32,technician,single,tertiary,3847241,M
30824,45,blue-collar,divorced,secondary,4860646,F
30825,28,technician,single,secondary,3317390,M
30826,48,management,married,secondary,4272925,M
30827,52,technician,divorced,secondary,288523,F
30828,37,management,married,tertiary,2103198,M
30829,34,management,married,tertiary,1569055,F
30830,43,unemployed,married,secondary,1421379,M
30831,52,management,married,tertiary,4406122,M
30832,47,entrepreneur,divorced,tertiary,3231921,F
30833,31,unemployed,single,primary,4637527,F
30834,57,retired,married,primary,1334364,M
30835,30,services,single,tertiary,2399818,M
30836,32,technician,married,secondary,2052855,M
30837,39,admin.,divorced,secondary,4255849,F
30838,32,management,single,tertiary,3577696,M
30839,30,unemployed,single,secondary,2282186,M
30840,36,services,married,secondary,1161794,M
30841,37,management,single,secondary,1921076,M
30842,31,technician,married,secondary,4581848,M
30843,51,management,married,tertiary,4532941,F
30844,39,management,divorced,tertiary,1329881,M
30845,57,admin.,married,secondary,3299446,M
30846,58,retired,single,secondary,826005,M
30847,31,self-employed,married,tertiary,2043449,M
30848,30,technician,single,tertiary,2650410,M
30849,33,blue-collar,married,secondary,4769756,M
30850,40,blue-collar,married,unknown,4420442,F
30851,30,blue-collar,single,primary,1328481,M
30852,36,student,single,unknown,1303211,M
30853,28,services,single,secondary,3251353,M
30854,29,management,married,tertiary,1257091,F
30855,38,entrepreneur,married,tertiary,1143948,M
30856,39,technician,single,secondary,3283918,F
30857,48,blue-collar,married,secondary,1473149,M
30858,43,self-employed,divorced,secondary,932247,F
30859,47,management,married,tertiary,1883309,F
30860,31,entrepreneur,single,tertiary,1915766,M
30861,39,management,married,tertiary,2429185,M
30862,32,services,single,secondary,2083293,F
30863,51,technician,married,secondary,730675,M
30864,43,technician,married,secondary,2950933,M
30865,48,self-employed,married,tertiary,1512853,M
30866,75,retired,divorced,primary,3256395,F
30867,53,management,married,tertiary,4005326,F
30868,37,services,single,secondary,1472509,M
30869,26,services,married,secondary,2426566,M
30870,30,blue-collar,single,secondary,2811611,M
30871,35,services,single,primary,1144178,M
30872,30,management,single,secondary,3231366,F
30873,29,technician,divorced,secondary,4447122,M
30874,43,management,married,tertiary,1327568,F
30875,38,management,married,tertiary,3135979,F
30876,31,technician,single,tertiary,2899670,F
30877,52,blue-collar,married,secondary,2018435,F
30878,34,services,married,secondary,1292912,M
30879,39,blue-collar,married,primary,941743,M
30880,42,admin.,single,secondary,202328,F
30881,37,unemployed,married,tertiary,2541138,F
30882,58,management,married,tertiary,1367871,F
30883,27,technician,single,tertiary,1278083,M
30884,53,blue-collar,married,secondary,1258878,M
30885,27,blue-collar,married,secondary,3429645,M
30886,52,management,divorced,tertiary,1546008,M
30887,34,housemaid,married,primary,3483985,M
30888,39,admin.,divorced,secondary,1972656,M
30889,46,blue-collar,married,secondary,1234280,M
30890,33,blue-collar,married,primary,4949466,F
30891,26,student,single,secondary,2831310,M
30892,39,technician,single,secondary,1326947,M
30893,32,technician,married,secondary,1668137,F
30894,59,self-employed,married,tertiary,282535,M
30895,52,self-employed,married,secondary,3388124,F
30896,32,admin.,single,secondary,2250929,M
30897,36,technician,married,tertiary,3715577,F
30898,34,services,single,tertiary,474901,F
30899,31,management,married,tertiary,2750268,F
30900,34,blue-collar,single,secondary,510574,M
30901,42,unemployed,married,primary,3914928,M
30902,47,technician,married,secondary,1326303,F
30903,56,management,divorced,tertiary,1085590,F
30904,41,blue-collar,divorced,primary,1223681,F
30905,38,blue-collar,married,secondary,3094950,F
30906,52,blue-collar,divorced,primary,4538772,F
30907,45,entrepreneur,married,secondary,2513474,M
30908,35,self-employed,married,tertiary,2679122,F
30909,60,retired,married,secondary,4744511,M
30910,32,blue-collar,single,primary,3126125,F
30911,59,unemployed,married,secondary,2819881,F
30912,45,management,divorced,primary,3071982,M
30913,33,technician,married,secondary,4159726,F
30914,32,management,married,tertiary,2927881,M
30915,33,unemployed,single,tertiary,1633404,F
30916,33,services,married,tertiary,3026115,F
30917,47,management,single,tertiary,1325205,F
30918,43,blue-collar,married,primary,1887323,M
30919,46,unemployed,single,tertiary,3176859,F
30920,32,technician,married,secondary,3696556,F
30921,27,self-employed,single,tertiary,4559564,M
30922,56,unemployed,married,primary,2207137,F
30923,42,management,married,tertiary,748501,F
30924,30,blue-collar,married,secondary,1143270,F
30925,28,management,single,tertiary,1840047,F
30926,60,blue-collar,married,secondary,4177512,F
30927,54,retired,divorced,secondary,1322423,M
30928,45,blue-collar,married,secondary,1986458,M
30929,46,technician,married,secondary,3475215,M
30930,39,management,married,secondary,4121483,F
30931,33,management,single,secondary,2953960,M
30932,33,technician,divorced,secondary,3142269,M
30933,45,admin.,married,secondary,4361246,M
30934,37,management,married,secondary,4333773,M
30935,41,self-employed,single,tertiary,1321924,M
30936,38,technician,married,secondary,717117,M
30937,31,technician,single,tertiary,4984179,F
30938,38,admin.,single,secondary,1320470,M
30939,51,unemployed,single,tertiary,4337006,M
30940,37,unemployed,married,primary,3240622,F
30941,39,admin.,single,secondary,1556917,M
30942,32,entrepreneur,married,tertiary,4346355,M
30943,43,services,divorced,secondary,1400067,M
30944,28,admin.,married,secondary,2669054,M
30945,22,admin.,single,tertiary,3366174,M
30946,60,unemployed,divorced,secondary,892072,M
30947,31,unemployed,single,secondary,1592221,M
30948,24,admin.,single,secondary,4281020,M
30949,37,services,single,secondary,1519380,F
30950,34,admin.,married,secondary,839467,M
30951,28,admin.,married,secondary,2777622,F
30952,54,management,married,tertiary,938269,F
30953,35,blue-collar,single,secondary,3765478,M
30954,41,unemployed,married,tertiary,1218557,M
30955,37,blue-collar,married,primary,4350179,M
30956,41,blue-collar,married,unknown,1630882,M
30957,46,management,single,tertiary,3436889,F
30958,29,unemployed,married,primary,4623264,M
30959,33,management,single,tertiary,4631908,M
30960,48,blue-collar,married,secondary,2389953,M
30961,34,technician,married,secondary,3071914,M
30962,69,retired,married,primary,4484197,F
30963,29,services,single,secondary,4895194,M
30964,60,retired,divorced,primary,3209772,F
30965,49,management,married,tertiary,3839265,F
30966,50,admin.,single,secondary,1387315,M
30967,40,self-employed,married,tertiary,2036663,M
30968,28,management,single,tertiary,4497567,M
30969,30,self-employed,married,tertiary,3367131,M
30970,51,blue-collar,married,primary,1465497,F
30971,36,admin.,single,secondary,1408488,M
30972,30,management,single,tertiary,3419096,F
30973,39,blue-collar,single,secondary,416439,M
30974,51,housemaid,married,primary,4520544,M
30975,43,admin.,single,secondary,4343714,M
30976,38,self-employed,single,tertiary,4870916,M
30977,31,entrepreneur,single,unknown,1737188,F
30978,42,admin.,married,secondary,246351,M
30979,27,technician,single,secondary,3576688,F
30980,33,unemployed,single,secondary,2664756,M
30981,39,unemployed,married,primary,3050794,M
